scaffold	start	end	mid	sites	ML_rho
chr4	1	100000	50941	3946	0.02000000
chr4	100001	200000	153980	6899	0.06700000
chr4	200001	300000	253398	6588	0.12000000
chr4	300001	400000	348728	6926	0.08900000
chr4	400001	500000	452531	7299	0.13400000
chr4	500001	600000	551351	6580	0.07600000
chr4	600001	700000	654225	4815	0.07800000
chr4	700001	800000	754143	5724	0.18000000
chr4	800001	900000	850466	6152	0.20100000
chr4	900001	1000000	949550	6025	0.16700000
chr4	1000001	1100000	1046921	5101	0.07300000
chr4	1100001	1200000	1153086	5116	0.04000000
chr4	1200001	1300000	1251670	5979	0.12000000
chr4	1300001	1400000	1346276	5000	0.15600000
chr4	1400001	1500000	1449877	5548	0.08600000
chr4	1500001	1600000	1550455	5792	0.20100000
chr4	1600001	1700000	1648888	6223	0.20100000
chr4	1700001	1800000	1750604	5333	0.26700000
chr4	1800001	1900000	1850371	5581	0.22000000
chr4	1900001	2000000	1944608	4689	0.32600000
chr4	2000001	2100000	2044625	3775	0.26700000
chr4	2100001	2200000	2154701	3414	0.25200000
chr4	2200001	2300000	2248282	4854	0.31700000
chr4	2300001	2400000	2351267	5416	0.27700000
chr4	2400001	2500000	2452214	6160	0.25200000
chr4	2500001	2600000	2547502	6130	0.30100000
chr4	2600001	2700000	2650262	5540	0.17500000
chr4	2700001	2800000	2746281	5101	0.20100000
chr4	2800001	2900000	2853579	4798	0.04500000
chr4	2900001	3000000	2951734	4394	0.16700000
chr4	3000001	3100000	3050325	5002	0.14100000
chr4	3100001	3200000	3149024	5522	0.10100000
chr4	3200001	3300000	3257259	5174	0.35100000
chr4	3300001	3400000	3355331	3507	0.30100000
chr4	3400001	3500000	3445231	4036	0.30100000
chr4	3500001	3600000	3551323	5089	0.43400000
chr4	3600001	3700000	3644446	4184	0.20100000
chr4	3700001	3800000	3754189	5654	0.18400000
chr4	3800001	3900000	3850025	6514	0.20100000
chr4	3900001	4000000	3948177	5995	0.13400000
chr4	4000001	4100000	4045298	5561	0.10000000
chr4	4100001	4200000	4145504	4890	0.20100000
chr4	4200001	4300000	4247923	5151	0.16700000
chr4	4300001	4400000	4346583	5974	0.24000000
chr4	4400001	4500000	4452153	6023	0.18600000
chr4	4500001	4600000	4545877	5231	0.25300000
chr4	4600001	4700000	4652266	5958	0.30100000
chr4	4700001	4800000	4751593	5408	0.31700000
chr4	4800001	4900000	4848230	4600	0.23500000
chr4	4900001	5000000	4956439	4621	0.33600000
chr4	5000001	5100000	5047085	5245	0.26700000
chr4	5100001	5200000	5152516	4148	0.40100000
chr4	5200001	5300000	5255594	5208	0.20100000
chr4	5300001	5400000	5349554	5253	0.23400000
chr4	5400001	5500000	5449798	4963	0.10100000
chr4	5500001	5600000	5554284	4407	0.18400000
chr4	5600001	5700000	5658928	3179	0.30100000
chr4	5700001	5800000	5750721	4942	0.33600000
chr4	5800001	5900000	5851497	6099	0.06700000
chr4	5900001	6000000	5951203	5573	0.06700000
chr4	6000001	6100000	6047539	5664	0.15100000
chr4	6100001	6200000	6149852	5191	0.10100000
chr4	6200001	6300000	6247200	5103	0.10100000
chr4	6300001	6400000	6346208	4308	0.22600000
chr4	6400001	6500000	6452857	4955	0.23400000
chr4	6500001	6600000	6547868	4657	0.25000000
chr4	6600001	6700000	6653287	4448	0.20100000
chr4	6700001	6800000	6749750	4483	0.35100000
chr4	6800001	6900000	6845564	5075	0.35100000
chr4	6900001	7000000	6949664	4308	0.40100000
chr4	7000001	7100000	7048607	5005	0.20100000
chr4	7100001	7200000	7147843	5591	0.11700000
chr4	7200001	7300000	7248817	5348	0.22000000
chr4	7300001	7400000	7350202	4791	0.17600000
chr4	7400001	7500000	7450934	4660	0.20100000
chr4	7500001	7600000	7550230	5380	0.16800000
chr4	7600001	7700000	7649428	5370	0.33500000
chr4	7700001	7800000	7750734	4911	0.25200000
chr4	7800001	7900000	7851356	5788	0.20100000
chr4	7900001	8000000	7933060	3096	0.20100000
chr4	8000001	8100000	8049633	4139	0.15100000
chr4	8100001	8200000	8153840	3902	0.26700000
chr4	8200001	8300000	8251726	4900	0.26700000
chr4	8300001	8400000	8352384	4826	0.30100000
chr4	8400001	8500000	8449388	6226	0.09000000
chr4	8500001	8600000	8552727	6035	0.05000000
chr4	8600001	8700000	8651544	5429	0.14100000
chr4	8700001	8800000	8751148	5916	0.14200000
chr4	8800001	8900000	8855441	6130	0.08100000
chr4	8900001	9000000	8951188	7232	0.21700000
chr4	9000001	9100000	9054666	4489	0.05000000
chr4	9100001	9200000	9150813	7435	0.14100000
chr4	9200001	9300000	9248846	7126	0.12500000
chr4	9300001	9400000	9346648	6933	0.06700000
chr4	9400001	9500000	9449286	7726	0.05600000
chr4	9500001	9600000	9546038	4903	0.05100000
chr4	9600001	9700000	9625123	1498	nan
