scaffold	start	end	mid	sites	ML_rho
chr8	1	100000	64564	4028	0.20100000
chr8	100001	200000	145577	8407	0.80100000
chr8	200001	300000	250161	4787	0.85100000
chr8	300001	400000	357402	4884	0.60100000
chr8	400001	500000	453147	6650	0.90100000
chr8	500001	600000	556031	5225	1.23700000
chr8	600001	700000	651618	6243	1.00000000
chr8	700001	800000	741304	5024	1.47900000
chr8	800001	900000	862590	4171	1.40000000
chr8	900001	1000000	941915	5568	1.00000000
chr8	1000001	1100000	1050237	6610	1.01200000
chr8	1100001	1200000	1149894	6073	0.42500000
chr8	1200001	1300000	1248432	5059	0.50000000
chr8	1300001	1400000	1353559	4448	1.35100000
chr8	1400001	1500000	1453599	5645	1.43500000
chr8	1500001	1600000	1547192	5535	0.93400000
chr8	1600001	1700000	1650313	5477	1.10100000
chr8	1700001	1800000	1750145	6192	0.50000000
chr8	1800001	1900000	1849249	5785	0.70100000
chr8	1900001	2000000	1949495	6061	0.70100000
chr8	2000001	2100000	2052112	4474	0.26700000
chr8	2100001	2200000	2148171	5368	0.33500000
chr8	2200001	2300000	2251420	5701	0.35100000
chr8	2300001	2400000	2343156	3812	0.28000000
chr8	2400001	2500000	2449862	4565	0.16700000
chr8	2500001	2600000	2548422	4592	0.83400000
chr8	2600001	2700000	2654819	4252	0.86700000
chr8	2700001	2800000	2749318	5270	0.86700000
chr8	2800001	2900000	2847957	4386	0.80100000
chr8	2900001	3000000	2949536	5010	0.55100000
chr8	3000001	3100000	3052012	4025	1.00000000
chr8	3100001	3200000	3145998	4572	0.95300000
chr8	3200001	3300000	3250703	5528	0.86700000
chr8	3300001	3400000	3355004	5662	2.20100000
chr8	3400001	3500000	3450411	5219	0.80100000
chr8	3500001	3600000	3549363	4905	0.53000000
chr8	3600001	3700000	3653940	5783	0.30100000
chr8	3700001	3800000	3749042	5581	0.09000000
chr8	3800001	3900000	3852984	4811	0.06700000
chr8	3900001	4000000	3951900	5417	0.33500000
chr8	4000001	4100000	4041698	4134	0.46700000
chr8	4100001	4200000	4149422	4766	0.80000000
chr8	4200001	4300000	4253149	5350	0.20000000
chr8	4300001	4400000	4350894	5646	0.89500000
chr8	4400001	4500000	4450068	5323	0.25300000
chr8	4500001	4600000	4549242	4877	1.02200000
chr8	4600001	4700000	4649683	5093	0.25200000
chr8	4700001	4800000	4753712	4015	1.40000000
chr8	4800001	4900000	4849123	4986	0.50000000
chr8	4900001	5000000	4953266	4886	1.45200000
chr8	5000001	5100000	5049310	5238	1.40000000
chr8	5100001	5200000	5147276	3447	1.25000000
chr8	5200001	5300000	5256294	4203	1.25000000
chr8	5300001	5400000	5346539	4557	0.60100000
chr8	5400001	5500000	5449847	5142	0.08000000
chr8	5500001	5600000	5554069	4929	0.10100000
chr8	5600001	5700000	5649497	4862	0.04300000
chr8	5700001	5800000	5748272	4837	0.04600000
chr8	5800001	5900000	5843296	4345	0.07300000
chr8	5900001	6000000	5950528	4930	0.30100000
chr8	6000001	6100000	6049859	5531	1.00000000
chr8	6100001	6200000	6145531	4797	0.60100000
chr8	6200001	6300000	6249039	4109	0.23400000
chr8	6300001	6400000	6358122	6166	2.60000000
chr8	6400001	6500000	6451005	5789	2.10300000
chr8	6500001	6600000	6548787	8106	2.40100000
chr8	6600001	6700000	6651672	5722	1.72100000
chr8	6700001	6800000	6748986	5685	0.20100000
chr8	6800001	6900000	6852708	5515	0.28100000
chr8	6900001	7000000	6948094	6012	1.20100000
chr8	7000001	7100000	7050819	5651	0.60100000
chr8	7100001	7200000	7145895	5092	1.30100000
chr8	7200001	7300000	7252940	5442	1.70000000
chr8	7300001	7400000	7347931	5960	1.58400000
chr8	7400001	7500000	7450449	5732	0.80100000
chr8	7500001	7600000	7552858	4732	0.80100000
chr8	7600001	7700000	7672327	3141	1.00000000
chr8	7700001	7800000	7750867	5928	2.03200000
chr8	7800001	7900000	7850202	4927	0.66700000
chr8	7900001	8000000	7957489	5472	0.23400000
chr8	8000001	8100000	8055809	4146	0.60100000
chr8	8100001	8200000	8152564	5540	1.66700000
chr8	8200001	8300000	8249797	6835	1.40000000
chr8	8300001	8400000	8348970	6395	1.86000000
chr8	8400001	8500000	8449311	6063	0.35100000
chr8	8500001	8600000	8547155	6403	0.15100000
chr8	8600001	8700000	8650232	6460	0.45000000
chr8	8700001	8800000	8755118	4877	0.21900000
chr8	8800001	8900000	8852129	5796	0.35100000
chr8	8900001	9000000	8943377	6335	0.60100000
chr8	9000001	9100000	9041161	4252	0.60100000
chr8	9100001	9200000	9149947	6235	0.60100000
chr8	9200001	9300000	9244310	7414	1.00000000
chr8	9300001	9400000	9305066	411	nan
