scaffold	start	end	mid	sites	ML_rho
chr21	1	100000	54530	3543	0.07600000
chr21	100001	200000	146378	2618	0.80100000
chr21	200001	300000	253356	3320	0.13400000
chr21	300001	400000	352393	3157	0.30100000
chr21	400001	500000	443975	3612	0.13200000
chr21	500001	600000	550652	5480	0.30100000
chr21	600001	700000	656259	5247	0.40100000
chr21	700001	800000	745162	6585	0.30100000
chr21	800001	900000	851317	5475	0.37400000
chr21	900001	1000000	947061	6213	0.35100000
chr21	1000001	1100000	1048968	4427	0.20100000
chr21	1100001	1200000	1148374	4189	0.10100000
chr21	1200001	1300000	1251069	4535	0.33500000
chr21	1300001	1400000	1354173	4435	0.33500000
chr21	1400001	1500000	1448654	5116	0.20900000
chr21	1500001	1600000	1557865	5021	0.15100000
chr21	1600001	1700000	1648836	5015	0.17600000
chr21	1700001	1800000	1749014	4532	0.20100000
chr21	1800001	1900000	1850014	3627	0.20100000
chr21	1900001	2000000	1943529	4361	0.14100000
chr21	2000001	2100000	2048452	4944	0.30100000
chr21	2100001	2200000	2155586	4961	0.40100000
chr21	2200001	2300000	2252141	6684	1.20100000
chr21	2300001	2400000	2345207	6031	1.30100000
chr21	2400001	2500000	2448537	3909	0.40100000
chr21	2500001	2600000	2549145	4628	0.55100000
chr21	2600001	2700000	2652413	4084	0.65100000
chr21	2700001	2800000	2753199	4006	0.40100000
chr21	2800001	2900000	2855421	3805	0.40000000
chr21	2900001	3000000	2947796	4762	0.55100000
chr21	3000001	3100000	3044774	3575	0.50000000
chr21	3100001	3200000	3152265	4340	0.43400000
chr21	3200001	3300000	3246197	4118	0.40100000
chr21	3300001	3400000	3354326	2896	0.30100000
chr21	3400001	3500000	3452805	5162	0.40100000
chr21	3500001	3600000	3543072	4170	0.45200000
chr21	3600001	3700000	3650158	5119	0.26700000
chr21	3700001	3800000	3750138	4327	0.40100000
chr21	3800001	3900000	3856629	4871	0.42600000
chr21	3900001	4000000	3946224	4945	0.40100000
chr21	4000001	4100000	4050774	4078	0.65000000
chr21	4100001	4200000	4131752	2931	0.40100000
