scaffold	start	end	mid	sites	ML_rho
chr14	1	100000	55194	4677	0.05100000
chr14	100001	200000	139684	6412	0.10100000
chr14	200001	300000	246332	4909	0.03400000
chr14	300001	400000	349587	5901	0.07100000
chr14	400001	500000	456490	5730	0.30100000
chr14	500001	600000	551157	7434	0.30100000
chr14	600001	700000	647865	7498	0.26700000
chr14	700001	800000	749110	6958	0.28400000
chr14	800001	900000	849176	6686	0.35100000
chr14	900001	1000000	947219	6563	0.21700000
chr14	1000001	1100000	1047290	5176	0.07600000
chr14	1100001	1200000	1148050	5562	0.05000000
chr14	1200001	1300000	1250959	5327	0.11000000
chr14	1300001	1400000	1351744	5276	0.22900000
chr14	1400001	1500000	1451497	4956	0.18000000
chr14	1500001	1600000	1551422	6118	0.22000000
chr14	1600001	1700000	1644587	5222	0.35100000
chr14	1700001	1800000	1752340	4551	0.25000000
chr14	1800001	1900000	1849538	4994	0.26700000
chr14	1900001	2000000	1950008	5028	0.25200000
chr14	2000001	2100000	2052940	4714	0.16700000
chr14	2100001	2200000	2147247	5684	0.08400000
chr14	2200001	2300000	2252036	4487	0.17500000
chr14	2300001	2400000	2348228	5603	0.06700000
chr14	2400001	2500000	2449209	4954	0.02500000
chr14	2500001	2600000	2550275	6508	0.20100000
chr14	2600001	2700000	2652993	3736	0.08600000
chr14	2700001	2800000	2755074	2263	0.15000000
chr14	2800001	2900000	2852805	3987	0.15100000
chr14	2900001	3000000	2951284	3810	0.16700000
chr14	3000001	3100000	3048702	3998	0.35200000
chr14	3100001	3200000	3150349	5656	0.36700000
chr14	3200001	3300000	3254912	5478	0.22200000
chr14	3300001	3400000	3348663	6450	0.23400000
chr14	3400001	3500000	3451420	5993	0.36700000
chr14	3500001	3600000	3550862	5948	0.16700000
chr14	3600001	3700000	3647649	5661	0.11000000
chr14	3700001	3800000	3733722	3158	0.60100000
chr14	3800001	3900000	3848277	1144	nan
chr14	3900001	4000000	3956717	3070	0.08800000
chr14	4000001	4100000	4041713	3608	0.11000000
chr14	4100001	4200000	4156755	3818	0.26700000
chr14	4200001	4300000	4253483	3309	0.20100000
chr14	4300001	4400000	4349573	5641	0.08900000
chr14	4400001	4500000	4448677	5756	0.40100000
chr14	4500001	4600000	4542793	4807	0.50000000
chr14	4600001	4700000	4643839	3851	0.35100000
chr14	4700001	4800000	4748922	4729	0.40100000
chr14	4800001	4900000	4851181	4177	0.23400000
chr14	4900001	5000000	4943899	4480	0.20100000
chr14	5000001	5100000	5051252	4033	0.30100000
chr14	5100001	5200000	5146301	4215	0.30100000
chr14	5200001	5300000	5250028	5142	0.15100000
chr14	5300001	5400000	5354151	4246	0.24500000
chr14	5400001	5500000	5450224	4605	0.33600000
chr14	5500001	5600000	5551159	4911	0.30100000
chr14	5600001	5700000	5650740	5930	0.14100000
chr14	5700001	5800000	5748463	5101	0.15100000
chr14	5800001	5900000	5847413	4546	0.25200000
chr14	5900001	6000000	5949708	4672	0.10000000
chr14	6000001	6100000	6056237	4999	0.08600000
chr14	6100001	6200000	6152739	5669	0.04600000
chr14	6200001	6300000	6246958	4079	0.15100000
chr14	6300001	6400000	6354978	4811	0.23400000
chr14	6400001	6500000	6448160	4777	0.35100000
chr14	6500001	6600000	6547320	5462	0.20100000
chr14	6600001	6700000	6647539	4068	0.02700000
chr14	6700001	6800000	6748887	5170	0.06000000
chr14	6800001	6900000	6843504	4282	0.06000000
chr14	6900001	7000000	6950763	3375	0.10100000
chr14	7000001	7100000	7047479	5699	0.27600000
chr14	7100001	7200000	7151029	5327	0.30100000
chr14	7200001	7300000	7249543	5299	0.18000000
chr14	7300001	7400000	7354204	5130	0.25200000
chr14	7400001	7500000	7446275	4650	0.25200000
chr14	7500001	7600000	7548376	5140	0.35100000
chr14	7600001	7700000	7653440	5050	0.33400000
chr14	7700001	7800000	7747393	5455	0.20100000
chr14	7800001	7900000	7857179	5491	0.28100000
chr14	7900001	8000000	7946386	5902	0.15100000
chr14	8000001	8100000	8051639	6245	0.32500000
chr14	8100001	8200000	8148067	5825	0.21300000
chr14	8200001	8300000	8249703	6184	0.36700000
chr14	8300001	8400000	8351237	7058	0.26700000
chr14	8400001	8500000	8448155	5569	0.10900000
chr14	8500001	8600000	8562388	4103	0.26700000
chr14	8600001	8700000	8656872	4146	0.16000000
chr14	8700001	8800000	8753134	5417	0.06000000
chr14	8800001	8900000	8851528	8178	0.22600000
chr14	8900001	9000000	8952712	7376	0.20100000
chr14	9000001	9100000	9046679	6712	0.12000000
chr14	9100001	9200000	9130953	2256	0.02000000
