scaffold	start	end	mid	sites	ML_rho
chr6	1	100000	55229	4009	0.02900000
chr6	100001	200000	151651	6562	0.02500000
chr6	200001	300000	243973	5641	0.06000000
chr6	300001	400000	349076	6907	0.05300000
chr6	400001	500000	448651	6251	0.07000000
chr6	500001	600000	550169	5777	0.08100000
chr6	600001	700000	649743	6446	0.12500000
chr6	700001	800000	748608	6763	0.15600000
chr6	800001	900000	850971	8088	0.15100000
chr6	900001	1000000	951800	7590	0.17100000
chr6	1000001	1100000	1047873	7066	0.10000000
chr6	1100001	1200000	1152361	7851	0.20100000
chr6	1200001	1300000	1250341	6807	0.17200000
chr6	1300001	1400000	1348818	6369	0.15100000
chr6	1400001	1500000	1452844	5358	0.07600000
chr6	1500001	1600000	1551963	5996	0.03400000
chr6	1600001	1700000	1650992	5693	0.10000000
chr6	1700001	1800000	1748904	4838	0.16300000
chr6	1800001	1900000	1848581	6334	0.19100000
chr6	1900001	2000000	1947594	4823	0.22600000
chr6	2000001	2100000	2049682	5267	0.26700000
chr6	2100001	2200000	2148096	5270	0.07700000
chr6	2200001	2300000	2248180	5253	0.10100000
chr6	2300001	2400000	2351895	5407	0.24000000
chr6	2400001	2500000	2454347	4972	0.18100000
chr6	2500001	2600000	2554013	5118	0.14100000
chr6	2600001	2700000	2649289	4584	0.25000000
chr6	2700001	2800000	2752868	4924	0.30100000
chr6	2800001	2900000	2855467	5255	0.04100000
chr6	2900001	3000000	2944692	4290	0.09000000
chr6	3000001	3100000	3048405	5470	0.25200000
chr6	3100001	3200000	3148347	5606	0.24000000
chr6	3200001	3300000	3243721	5446	0.20100000
chr6	3300001	3400000	3350262	3838	0.13400000
chr6	3400001	3500000	3450645	4826	0.15100000
chr6	3500001	3600000	3549832	4818	0.18600000
chr6	3600001	3700000	3648532	4462	0.17800000
chr6	3700001	3800000	3745008	3358	0.16000000
chr6	3800001	3900000	3850888	4016	0.11700000
chr6	3900001	4000000	3947535	6217	0.05600000
chr6	4000001	4100000	4051337	5253	0.20000000
chr6	4100001	4200000	4149522	4729	0.26700000
chr6	4200001	4300000	4251596	5282	0.20100000
chr6	4300001	4400000	4347741	5279	0.26700000
chr6	4400001	4500000	4448971	5341	0.30100000
chr6	4500001	4600000	4552188	5202	0.17500000
chr6	4600001	4700000	4651400	5048	0.15100000
chr6	4700001	4800000	4752692	5674	0.12500000
chr6	4800001	4900000	4850788	5537	0.06000000
chr6	4900001	5000000	4952763	5247	0.06700000
chr6	5000001	5100000	5051175	4967	0.22600000
chr6	5100001	5200000	5151528	4675	0.22600000
chr6	5200001	5300000	5249597	4867	0.11400000
chr6	5300001	5400000	5349794	5762	0.05500000
chr6	5400001	5500000	5450775	5539	0.14100000
chr6	5500001	5600000	5548788	5362	0.30100000
chr6	5600001	5700000	5645027	3854	0.26700000
chr6	5700001	5800000	5748463	4853	0.13700000
chr6	5800001	5900000	5852129	5600	0.13900000
chr6	5900001	6000000	5949226	5563	0.12500000
chr6	6000001	6100000	6052408	5719	0.25200000
chr6	6100001	6200000	6147478	5334	0.25000000
chr6	6200001	6300000	6250120	5693	0.09200000
chr6	6300001	6400000	6346357	4459	0.20100000
chr6	6400001	6500000	6454298	4500	0.05500000
chr6	6500001	6600000	6547198	5375	0.11000000
chr6	6600001	6700000	6649690	5076	0.10100000
chr6	6700001	6800000	6751271	4800	0.20100000
chr6	6800001	6900000	6851459	5237	0.06300000
chr6	6900001	7000000	6948551	4838	0.03000000
chr6	7000001	7100000	7052506	5029	0.05100000
chr6	7100001	7200000	7149547	4743	0.02500000
chr6	7200001	7300000	7251101	6020	0.07900000
chr6	7300001	7400000	7348514	5345	0.03600000
chr6	7400001	7500000	7451981	4504	0.17500000
