scaffold	start	end	mid	sites	ML_rho
chr16	1	100000	56292	3150	0.01000000
chr16	100001	200000	157131	5064	0.04300000
chr16	200001	300000	249895	7453	0.07200000
chr16	300001	400000	352989	4842	0.03800000
chr16	400001	500000	445197	6767	0.06000000
chr16	500001	600000	548947	6538	0.11700000
chr16	600001	700000	648375	6669	0.17600000
chr16	700001	800000	750850	6192	0.20100000
chr16	800001	900000	845615	6385	0.12500000
chr16	900001	1000000	949682	6923	0.22000000
chr16	1000001	1100000	1049798	7500	0.20100000
chr16	1100001	1200000	1148374	5910	0.20100000
chr16	1200001	1300000	1251111	6553	0.20100000
chr16	1300001	1400000	1350429	6180	0.16700000
chr16	1400001	1500000	1447690	4870	0.16000000
chr16	1500001	1600000	1551316	4151	0.15100000
chr16	1600001	1700000	1642837	4691	0.30100000
chr16	1700001	1800000	1746297	5581	0.32800000
chr16	1800001	1900000	1861998	4446	0.25200000
chr16	1900001	2000000	1947251	5474	0.17700000
chr16	2000001	2100000	2051325	4939	0.25000000
chr16	2100001	2200000	2148990	5754	0.27800000
chr16	2200001	2300000	2253857	4636	0.25200000
chr16	2300001	2400000	2349970	5138	0.19000000
chr16	2400001	2500000	2450082	5144	0.35100000
chr16	2500001	2600000	2547224	4955	0.23400000
chr16	2600001	2700000	2653548	5322	0.31700000
chr16	2700001	2800000	2748104	6468	0.11500000
chr16	2800001	2900000	2850013	6177	0.14100000
chr16	2900001	3000000	2947820	5320	0.35100000
chr16	3000001	3100000	3048893	5941	0.40100000
chr16	3100001	3200000	3149758	5745	0.23400000
chr16	3200001	3300000	3248347	5237	0.17800000
chr16	3300001	3400000	3355404	4359	0.24400000
chr16	3400001	3500000	3454269	4269	0.26700000
chr16	3500001	3600000	3547276	4616	0.20100000
chr16	3600001	3700000	3650003	5439	0.12000000
chr16	3700001	3800000	3753761	5252	0.24000000
chr16	3800001	3900000	3848789	5124	0.16800000
chr16	3900001	4000000	3952421	4596	0.20100000
chr16	4000001	4100000	4049497	5115	0.20100000
chr16	4100001	4200000	4149918	5209	0.12000000
chr16	4200001	4300000	4250429	4362	0.06700000
chr16	4300001	4400000	4350403	5215	0.35100000
chr16	4400001	4500000	4444061	4379	0.20100000
chr16	4500001	4600000	4550568	4554	0.32600000
chr16	4600001	4700000	4649186	4673	0.35100000
chr16	4700001	4800000	4753318	5778	0.45100000
chr16	4800001	4900000	4844730	4746	0.30200000
chr16	4900001	5000000	4968319	3085	0.08000000
chr16	5000001	5100000	5051113	4982	0.13600000
chr16	5100001	5200000	5147753	5851	0.16000000
chr16	5200001	5300000	5250263	5548	0.26700000
chr16	5300001	5400000	5352808	5015	0.20100000
chr16	5400001	5500000	5450099	5121	0.33600000
chr16	5500001	5600000	5546129	5790	0.10000000
chr16	5600001	5700000	5646933	5797	0.13400000
chr16	5700001	5800000	5755005	4499	0.26700000
chr16	5800001	5900000	5847756	5513	0.36700000
chr16	5900001	6000000	5950001	5658	0.35100000
chr16	6000001	6100000	6046288	4957	0.20100000
chr16	6100001	6200000	6147431	3857	0.23000000
chr16	6200001	6300000	6251951	5436	0.30100000
chr16	6300001	6400000	6351750	5871	0.10100000
chr16	6400001	6500000	6447042	4702	0.15100000
chr16	6500001	6600000	6552802	4873	0.30100000
chr16	6600001	6700000	6648386	5113	0.25200000
chr16	6700001	6800000	6751201	4762	0.10100000
chr16	6800001	6900000	6851334	4963	0.12500000
chr16	6900001	7000000	6949944	4544	0.13400000
chr16	7000001	7100000	7052952	4341	0.25000000
chr16	7100001	7200000	7151189	4218	0.45100000
chr16	7200001	7300000	7249121	4620	0.30100000
chr16	7300001	7400000	7351819	4095	0.40100000
chr16	7400001	7500000	7454867	4524	0.24300000
chr16	7500001	7600000	7552136	6108	0.23400000
chr16	7600001	7700000	7650982	6161	0.20100000
chr16	7700001	7800000	7752782	5484	0.26700000
chr16	7800001	7900000	7850194	4830	0.20100000
chr16	7900001	8000000	7949969	4987	0.10100000
chr16	8000001	8100000	8051134	4804	0.23800000
chr16	8100001	8200000	8155878	5711	0.20100000
chr16	8200001	8300000	8251012	6403	0.10100000
chr16	8300001	8400000	8349728	5458	0.10000000
chr16	8400001	8500000	8446272	5770	0.15100000
chr16	8500001	8600000	8552001	5690	0.22000000
chr16	8600001	8700000	8653431	5294	0.12000000
chr16	8700001	8800000	8751332	5453	0.23400000
chr16	8800001	8900000	8850318	5555	0.21500000
chr16	8900001	9000000	8949600	6764	0.23400000
chr16	9000001	9100000	9046301	5973	0.15100000
chr16	9100001	9200000	9152051	6511	0.12500000
chr16	9200001	9300000	9253038	6939	0.11700000
chr16	9300001	9400000	9349346	7384	0.17600000
chr16	9400001	9500000	9450472	6284	0.08900000
chr16	9500001	9600000	9548263	6627	0.08000000
chr16	9600001	9700000	9648325	5607	0.05000000
chr16	9700001	9800000	9752702	3946	0.07600000
chr16	9800001	9900000	9844651	6628	0.03000000
chr16	9900001	10000000	9946824	3030	0.02200000
chr16	10000001	10100000	10041582	3128	0.60100000
