scaffold	start	end	mid	sites	ML_rho
chr3	1	100000	66770	3269	0.35000000
chr3	100001	200000	149207	7522	0.20100000
chr3	200001	300000	244478	3763	0.16800000
chr3	300001	400000	350802	5320	0.36700000
chr3	400001	500000	450067	7171	0.40100000
chr3	500001	600000	546319	7302	0.43400000
chr3	600001	700000	639508	4426	0.30100000
chr3	700001	800000	753148	6212	0.32600000
chr3	800001	900000	850503	5270	0.43400000
chr3	900001	1000000	947686	5316	0.43400000
chr3	1000001	1100000	1051119	5934	0.40100000
chr3	1100001	1200000	1147519	6020	0.75000000
chr3	1200001	1300000	1251182	5642	1.10100000
chr3	1300001	1400000	1356657	4438	1.11200000
chr3	1400001	1500000	1451999	5293	1.10100000
chr3	1500001	1600000	1548970	5129	0.10100000
chr3	1600001	1700000	1653015	6252	0.40000000
chr3	1700001	1800000	1745063	3586	0.20600000
chr3	1800001	1900000	1852066	4836	0.25000000
chr3	1900001	2000000	1952151	5028	0.55200000
chr3	2000001	2100000	2051762	6346	0.35100000
chr3	2100001	2200000	2153320	5194	0.75200000
chr3	2200001	2300000	2249474	4538	0.65000000
chr3	2300001	2400000	2348677	5805	1.12500000
chr3	2400001	2500000	2450218	5124	1.10000000
chr3	2500001	2600000	2550783	5637	1.25000000
chr3	2600001	2700000	2649707	5211	0.50600000
chr3	2700001	2800000	2745487	4963	1.20300000
chr3	2800001	2900000	2852448	5715	0.80300000
chr3	2900001	3000000	2942349	4883	1.11200000
chr3	3000001	3100000	3053511	3770	1.37500000
chr3	3100001	3200000	3146120	4492	1.50000000
chr3	3200001	3300000	3253568	4837	2.03600000
chr3	3300001	3400000	3347171	4457	1.98000000
chr3	3400001	3500000	3452698	4293	1.35000000
chr3	3500001	3600000	3550828	5438	1.37500000
chr3	3600001	3700000	3642237	5217	1.01300000
chr3	3700001	3800000	3746201	3247	1.79700000
chr3	3800001	3900000	3852486	5063	2.45000000
chr3	3900001	4000000	3948762	3931	1.00000000
chr3	4000001	4100000	4047608	4017	1.25000000
chr3	4100001	4200000	4146679	5268	1.40100000
chr3	4200001	4300000	4250196	4702	1.44500000
chr3	4300001	4400000	4352476	4684	0.70000000
chr3	4400001	4500000	4450025	6131	2.00000000
chr3	4500001	4600000	4548860	5465	2.89700000
chr3	4600001	4700000	4648500	5298	2.02900000
chr3	4700001	4800000	4743118	3588	1.55100000
chr3	4800001	4900000	4844747	3598	2.32500000
chr3	4900001	5000000	4955800	4162	1.01200000
chr3	5000001	5100000	5045316	4781	0.40100000
chr3	5100001	5200000	5151632	4432	2.00000000
chr3	5200001	5300000	5252222	4444	1.40400000
chr3	5300001	5400000	5348377	4766	0.90100000
chr3	5400001	5500000	5445716	5094	0.90000000
chr3	5500001	5600000	5550855	6162	0.75000000
chr3	5600001	5700000	5652555	5644	0.24000000
chr3	5700001	5800000	5748286	5298	0.80100000
chr3	5800001	5900000	5852926	4842	0.95100000
chr3	5900001	6000000	5948476	4669	0.92300000
chr3	6000001	6100000	6049577	5116	0.16400000
chr3	6100001	6200000	6151688	4704	0.05000000
chr3	6200001	6300000	6251431	4721	0.64700000
chr3	6300001	6400000	6345078	3917	0.32500000
chr3	6400001	6500000	6449624	4996	0.63800000
chr3	6500001	6600000	6555975	4462	0.89100000
chr3	6600001	6700000	6651093	4773	0.90100000
chr3	6700001	6800000	6753314	5129	1.26400000
chr3	6800001	6900000	6847938	5294	1.33400000
chr3	6900001	7000000	6950397	5409	1.38700000
chr3	7000001	7100000	7050104	5105	1.30100000
chr3	7100001	7200000	7151544	4578	1.41700000
chr3	7200001	7300000	7250324	4247	1.89400000
chr3	7300001	7400000	7347566	4844	1.69000000
chr3	7400001	7500000	7447081	4986	0.30200000
chr3	7500001	7600000	7551309	4337	0.45000000
chr3	7600001	7700000	7646326	3627	1.90100000
chr3	7700001	7800000	7746181	4016	1.57700000
chr3	7800001	7900000	7856719	4270	0.95100000
chr3	7900001	8000000	7951304	5407	0.25200000
chr3	8000001	8100000	8044392	5887	0.36700000
chr3	8100001	8200000	8148052	4881	0.50300000
chr3	8200001	8300000	8248145	6113	0.36700000
chr3	8300001	8400000	8346685	5836	0.72900000
chr3	8400001	8500000	8449706	4664	1.53500000
chr3	8500001	8600000	8548806	5062	1.02700000
chr3	8600001	8700000	8653449	4659	0.90000000
chr3	8700001	8800000	8750709	6313	1.22700000
chr3	8800001	8900000	8847029	4798	1.29800000
chr3	8900001	9000000	8952948	5439	0.45100000
chr3	9000001	9100000	9048611	5132	0.47300000
chr3	9100001	9200000	9152143	4558	0.30100000
chr3	9200001	9300000	9251374	5591	0.10100000
chr3	9300001	9400000	9344985	5264	0.05100000
chr3	9400001	9500000	9454868	5314	0.20100000
chr3	9500001	9600000	9552444	5234	0.55000000
chr3	9600001	9700000	9652212	5898	1.06100000
chr3	9700001	9800000	9747643	6631	0.60400000
chr3	9800001	9900000	9845114	6699	0.85600000
chr3	9900001	10000000	9951884	6924	0.60100000
chr3	10000001	10100000	10048122	6832	0.53400000
chr3	10100001	10200000	10149749	7160	0.65000000
chr3	10200001	10300000	10251837	7186	0.16800000
chr3	10300001	10400000	10342366	4158	0.20100000
chr3	10400001	10500000	10449681	2962	0.13400000
chr3	10500001	10600000	10516455	1041	nan
