scaffold	start	end	mid	sites	ML_rho
chr10	1	100000	55522	4649	0.03000000
chr10	100001	200000	153418	5258	0.06700000
chr10	200001	300000	244800	5536	0.02900000
chr10	300001	400000	348440	6534	0.06700000
chr10	400001	500000	446771	5044	0.10000000
chr10	500001	600000	554616	6007	0.25000000
chr10	600001	700000	649864	7644	0.26700000
chr10	700001	800000	752453	5941	0.15100000
chr10	800001	900000	850158	7051	0.40100000
chr10	900001	1000000	947336	6778	0.40000000
chr10	1000001	1100000	1045830	5549	0.23900000
chr10	1100001	1200000	1154025	5904	0.16100000
chr10	1200001	1300000	1250171	6234	0.21300000
chr10	1300001	1400000	1344161	5394	0.32500000
chr10	1400001	1500000	1450938	5816	0.46200000
chr10	1500001	1600000	1549386	4885	0.06700000
chr10	1600001	1700000	1650763	5295	0.26700000
chr10	1700001	1800000	1746062	5201	0.13400000
chr10	1800001	1900000	1852340	5325	0.28100000
chr10	1900001	2000000	1952286	4910	0.35100000
chr10	2000001	2100000	2050487	6405	0.30100000
chr10	2100001	2200000	2151843	4815	0.06700000
chr10	2200001	2300000	2249202	5560	0.20000000
chr10	2300001	2400000	2350487	6742	0.62900000
chr10	2400001	2500000	2449640	5705	0.60100000
chr10	2500001	2600000	2550757	5607	0.60100000
chr10	2600001	2700000	2652770	5743	0.40100000
chr10	2700001	2800000	2748878	5495	0.56800000
chr10	2800001	2900000	2850064	5770	0.65100000
chr10	2900001	3000000	2949660	5059	0.43400000
chr10	3000001	3100000	3047709	5436	0.20100000
chr10	3100001	3200000	3151196	5102	0.20000000
chr10	3200001	3300000	3247769	5346	0.20100000
chr10	3300001	3400000	3351660	4699	0.10100000
chr10	3400001	3500000	3452330	5179	0.70100000
chr10	3500001	3600000	3552576	5303	0.86000000
chr10	3600001	3700000	3652346	4678	1.00000000
chr10	3700001	3800000	3750311	5476	0.56700000
chr10	3800001	3900000	3852188	6171	0.60100000
chr10	3900001	4000000	3947272	6053	0.90100000
chr10	4000001	4100000	4050686	5211	0.81200000
chr10	4100001	4200000	4150558	4591	0.70100000
chr10	4200001	4300000	4254498	5351	0.43400000
chr10	4300001	4400000	4348773	5346	0.35100000
chr10	4400001	4500000	4448478	5407	0.87500000
chr10	4500001	4600000	4546672	4622	0.23400000
chr10	4600001	4700000	4651855	5445	0.65000000
chr10	4700001	4800000	4750708	5360	1.42900000
chr10	4800001	4900000	4853259	5980	1.20100000
chr10	4900001	5000000	4949305	5954	0.90100000
chr10	5000001	5100000	5046256	6134	1.01500000
chr10	5100001	5200000	5152040	6221	0.30100000
chr10	5200001	5300000	5249520	5443	0.50000000
chr10	5300001	5400000	5348909	6154	0.50000000
chr10	5400001	5500000	5429168	3030	0.13400000
chr10	5500001	5600000	5550035	6019	0.94300000
chr10	5600001	5700000	5648626	5435	0.99000000
chr10	5700001	5800000	5755035	5469	1.00000000
chr10	5800001	5900000	5848290	5497	1.10100000
chr10	5900001	6000000	5950578	5965	0.95300000
chr10	6000001	6100000	6048978	5279	0.78000000
chr10	6100001	6200000	6148485	5160	1.04200000
chr10	6200001	6300000	6250631	5330	0.45000000
chr10	6300001	6400000	6348366	7206	0.46700000
chr10	6400001	6500000	6448316	4532	1.20500000
chr10	6500001	6600000	6545066	4856	0.91000000
chr10	6600001	6700000	6651034	5412	0.82600000
chr10	6700001	6800000	6748072	5936	0.70100000
chr10	6800001	6900000	6851753	6479	0.56700000
chr10	6900001	7000000	6948704	5741	0.15100000
chr10	7000001	7100000	7051025	5367	0.86600000
chr10	7100001	7200000	7157359	4985	0.55000000
chr10	7200001	7300000	7248240	5221	0.65100000
chr10	7300001	7400000	7353297	5934	0.93400000
chr10	7400001	7500000	7449893	6181	0.26700000
chr10	7500001	7600000	7548220	6534	0.20100000
chr10	7600001	7700000	7648301	5918	0.81100000
chr10	7700001	7800000	7749512	5860	1.00000000
chr10	7800001	7900000	7849389	5888	0.37600000
chr10	7900001	8000000	7954642	5462	0.62900000
chr10	8000001	8100000	8050101	5373	0.15100000
chr10	8100001	8200000	8149429	6098	0.28100000
chr10	8200001	8300000	8248841	6720	0.26700000
chr10	8300001	8400000	8346018	6071	0.41600000
chr10	8400001	8500000	8448474	5696	0.18000000
chr10	8500001	8600000	8548142	5213	0.26700000
chr10	8600001	8700000	8650357	6826	0.36700000
chr10	8700001	8800000	8748643	4856	0.15100000
chr10	8800001	8900000	8855537	5664	0.70100000
chr10	8900001	9000000	8948511	6058	0.65000000
chr10	9000001	9100000	9048707	4660	0.50400000
chr10	9100001	9200000	9153805	3017	0.35500000
chr10	9200001	9300000	9247623	4933	0.05100000
chr10	9300001	9400000	9347951	5162	0.05000000
chr10	9400001	9500000	9448556	5401	0.48900000
chr10	9500001	9600000	9550210	5635	0.13400000
chr10	9600001	9700000	9651780	5745	0.20000000
chr10	9700001	9800000	9746586	5397	0.16100000
chr10	9800001	9900000	9849491	4920	0.08000000
chr10	9900001	10000000	9956524	5005	0.20000000
chr10	10000001	10100000	10047719	5430	0.32000000
chr10	10100001	10200000	10148249	4851	0.54100000
chr10	10200001	10300000	10247953	4923	0.50000000
chr10	10300001	10400000	10353365	4919	0.24100000
chr10	10400001	10500000	10451124	5436	0.07600000
chr10	10500001	10600000	10546480	5796	0.18200000
chr10	10600001	10700000	10651839	5344	0.20100000
chr10	10700001	10800000	10752142	5889	0.26700000
chr10	10800001	10900000	10848431	5541	1.00000000
chr10	10900001	11000000	10950339	5472	0.75900000
chr10	11000001	11100000	11054901	4686	1.20300000
chr10	11100001	11200000	11147261	5421	0.36700000
chr10	11200001	11300000	11251409	5279	0.50400000
chr10	11300001	11400000	11350473	5247	0.11700000
chr10	11400001	11500000	11448486	5464	0.16700000
chr10	11500001	11600000	11550034	5135	0.10100000
chr10	11600001	11700000	11651845	4993	0.40000000
chr10	11700001	11800000	11747931	5273	0.10100000
chr10	11800001	11900000	11850332	5139	0.04000000
chr10	11900001	12000000	11946553	4621	0.11700000
chr10	12000001	12100000	12048133	4084	0.01700000
chr10	12100001	12200000	12148546	4630	0.12000000
chr10	12200001	12300000	12252040	4480	0.16700000
chr10	12300001	12400000	12353899	5517	0.37200000
chr10	12400001	12500000	12448378	6333	0.30100000
chr10	12500001	12600000	12553209	5301	0.26700000
chr10	12600001	12700000	12646912	5194	1.09400000
chr10	12700001	12800000	12744547	4574	0.77000000
chr10	12800001	12900000	12849433	4005	0.75200000
chr10	12900001	13000000	12952739	4701	0.66700000
chr10	13000001	13100000	13048638	4608	0.30100000
chr10	13100001	13200000	13151420	4926	0.18000000
chr10	13200001	13300000	13251354	5178	0.10000000
chr10	13300001	13400000	13350157	5448	0.06700000
chr10	13400001	13500000	13449300	4820	0.40100000
chr10	13500001	13600000	13554221	6243	0.55100000
