scaffold	start	end	mid	sites	ML_rho
chr15	1	100000	54234	2123	0.07600000
chr15	100001	200000	145063	4726	0.16700000
chr15	200001	300000	253891	5121	0.12500000
chr15	300001	400000	347678	8035	0.31700000
chr15	400001	500000	448737	7103	0.26100000
chr15	500001	600000	548503	7476	0.36700000
chr15	600001	700000	649446	6881	0.28000000
chr15	700001	800000	750886	5603	0.13400000
chr15	800001	900000	851899	6731	0.27500000
chr15	900001	1000000	947269	7563	0.52700000
chr15	1000001	1100000	1042273	5969	0.50000000
chr15	1100001	1200000	1147920	3439	0.16300000
chr15	1200001	1300000	1258255	4511	0.10000000
chr15	1300001	1400000	1348265	4911	0.03400000
chr15	1400001	1500000	1445190	5875	0.05000000
chr15	1500001	1600000	1548987	6028	0.06700000
chr15	1600001	1700000	1654634	5636	0.05500000
chr15	1700001	1800000	1748116	5955	0.06700000
chr15	1800001	1900000	1849887	5464	0.03000000
chr15	1900001	2000000	1950701	6681	0.18100000
chr15	2000001	2100000	2053604	5807	0.11500000
chr15	2100001	2200000	2149814	5755	0.10100000
chr15	2200001	2300000	2248571	4608	0.20100000
chr15	2300001	2400000	2347082	5881	0.35100000
chr15	2400001	2500000	2448837	4449	0.43500000
chr15	2500001	2600000	2547592	3589	0.15300000
chr15	2600001	2700000	2652217	5086	0.57600000
chr15	2700001	2800000	2752088	4540	0.65100000
chr15	2800001	2900000	2850497	4349	0.33500000
chr15	2900001	3000000	2945646	3821	0.45000000
chr15	3000001	3100000	3053769	5340	0.11700000
chr15	3100001	3200000	3144502	5191	0.16700000
chr15	3200001	3300000	3249615	5531	0.55100000
chr15	3300001	3400000	3351652	4522	1.10200000
chr15	3400001	3500000	3449627	5309	0.60100000
chr15	3500001	3600000	3547815	4762	0.90000000
chr15	3600001	3700000	3640014	3734	0.93800000
chr15	3700001	3800000	3749553	4482	0.30100000
chr15	3800001	3900000	3856439	4979	0.50000000
chr15	3900001	4000000	3948481	4050	1.17700000
chr15	4000001	4100000	4047795	3903	1.05600000
chr15	4100001	4200000	4154145	4842	0.90100000
chr15	4200001	4300000	4252190	5205	0.43500000
chr15	4300001	4400000	4348277	4851	0.20000000
chr15	4400001	4500000	4449628	5519	0.40100000
chr15	4500001	4600000	4551058	5142	0.52600000
chr15	4600001	4700000	4649235	5804	0.13400000
chr15	4700001	4800000	4746721	4743	0.04300000
chr15	4800001	4900000	4853580	5201	0.13400000
chr15	4900001	5000000	4949991	5401	0.96000000
chr15	5000001	5100000	5042390	4668	0.30100000
chr15	5100001	5200000	5156992	5118	1.00000000
chr15	5200001	5300000	5256050	4490	1.90400000
chr15	5300001	5400000	5363288	4398	1.40000000
chr15	5400001	5500000	5448958	6126	0.70100000
chr15	5500001	5600000	5550169	5224	1.24300000
chr15	5600001	5700000	5645479	3895	0.26700000
chr15	5700001	5800000	5758876	3941	0.15100000
chr15	5800001	5900000	5850577	4832	0.65100000
chr15	5900001	6000000	5949710	6128	0.45000000
chr15	6000001	6100000	6044010	4802	0.32500000
chr15	6100001	6200000	6126820	1949	nan
chr15	6200001	6300000	6252021	3609	0.95100000
chr15	6300001	6400000	6345128	4044	0.60100000
chr15	6400001	6500000	6467962	3869	0.43400000
chr15	6500001	6600000	6552092	4870	0.94500000
chr15	6600001	6700000	6652148	4035	0.70100000
chr15	6700001	6800000	6758516	3903	0.90100000
chr15	6800001	6900000	6844230	4396	0.57500000
chr15	6900001	7000000	6951086	3862	0.63600000
chr15	7000001	7100000	7051421	5903	0.40000000
chr15	7100001	7200000	7151625	6594	0.83400000
chr15	7200001	7300000	7250462	6110	0.80100000
chr15	7300001	7400000	7350327	5231	0.56700000
chr15	7400001	7500000	7446608	4677	1.00000000
chr15	7500001	7600000	7545611	5444	0.60100000
chr15	7600001	7700000	7646561	4605	0.26700000
chr15	7700001	7800000	7751410	5528	0.42500000
chr15	7800001	7900000	7845676	4694	0.20100000
chr15	7900001	8000000	7939692	4648	0.20100000
chr15	8000001	8100000	8070504	3441	0.25200000
chr15	8100001	8200000	8149037	5843	0.75200000
chr15	8200001	8300000	8248694	3893	1.00000000
chr15	8300001	8400000	8357407	4425	0.95100000
chr15	8400001	8500000	8448525	5030	1.00000000
chr15	8500001	8600000	8552221	5188	0.40100000
chr15	8600001	8700000	8648250	4978	0.50000000
chr15	8700001	8800000	8747017	5559	0.80100000
chr15	8800001	8900000	8848379	6235	1.36000000
chr15	8900001	9000000	8954930	5528	0.95100000
chr15	9000001	9100000	9035891	4894	1.12900000
chr15	9100001	9200000	9161473	4528	1.15000000
chr15	9200001	9300000	9247998	5287	0.45100000
chr15	9300001	9400000	9350195	5247	1.10100000
chr15	9400001	9500000	9451809	5886	1.33800000
chr15	9500001	9600000	9549532	5291	1.40100000
chr15	9600001	9700000	9657955	7174	2.60000000
chr15	9700001	9800000	9747972	7700	2.40100000
chr15	9800001	9900000	9841533	5551	2.10300000
chr15	9900001	10000000	9951763	6821	0.26700000
chr15	10000001	10100000	10046963	5957	0.40100000
chr15	10100001	10200000	10140821	3749	0.06700000
chr15	10200001	10300000	10216721	1461	nan
