scaffold	start	end	mid	sites	ML_rho
chr5	1	100000	50231	2770	0.15000000
chr5	100001	200000	154192	7064	0.20100000
chr5	200001	300000	245392	7973	0.31700000
chr5	300001	400000	353684	7420	0.53400000
chr5	400001	500000	450503	5848	0.32500000
chr5	500001	600000	544420	5681	0.17500000
chr5	600001	700000	650666	5893	0.43400000
chr5	700001	800000	749221	7525	0.40100000
chr5	800001	900000	852640	5726	0.20100000
chr5	900001	1000000	953835	6071	0.60100000
chr5	1000001	1100000	1051010	6135	0.60100000
chr5	1100001	1200000	1151316	5142	0.10100000
chr5	1200001	1300000	1249039	5773	0.32500000
chr5	1300001	1400000	1347379	5194	0.50300000
chr5	1400001	1500000	1452050	6892	0.80100000
chr5	1500001	1600000	1546236	5036	1.01300000
chr5	1600001	1700000	1646829	5418	0.30100000
chr5	1700001	1800000	1752031	5212	0.40000000
chr5	1800001	1900000	1851795	6473	1.20500000
chr5	1900001	2000000	1948343	4559	0.60100000
chr5	2000001	2100000	2049394	5358	0.50500000
chr5	2100001	2200000	2149302	4911	0.20200000
chr5	2200001	2300000	2246945	5084	0.20000000
chr5	2300001	2400000	2351432	5073	0.85300000
chr5	2400001	2500000	2448912	5072	0.40100000
chr5	2500001	2600000	2546039	5123	0.40100000
chr5	2600001	2700000	2650840	5424	0.28300000
chr5	2700001	2800000	2750849	5817	0.18600000
chr5	2800001	2900000	2849372	4825	0.83400000
chr5	2900001	3000000	2944328	3419	0.90100000
chr5	3000001	3100000	3049670	4615	1.40100000
chr5	3100001	3200000	3146912	4499	1.40000000
chr5	3200001	3300000	3251501	5517	1.26700000
chr5	3300001	3400000	3348466	4636	1.62500000
chr5	3400001	3500000	3451329	4767	1.33400000
chr5	3500001	3600000	3545586	4822	0.63400000
chr5	3600001	3700000	3645108	4315	1.44500000
chr5	3700001	3800000	3747157	4031	1.23600000
chr5	3800001	3900000	3850502	4858	1.30900000
chr5	3900001	4000000	3951942	4346	1.57200000
chr5	4000001	4100000	4051312	4999	1.88100000
chr5	4100001	4200000	4156374	4849	1.85000000
chr5	4200001	4300000	4246852	4259	2.03500000
chr5	4300001	4400000	4342986	4640	2.00000000
chr5	4400001	4500000	4440612	2918	0.55000000
chr5	4500001	4600000	4551667	5032	0.90000000
chr5	4600001	4700000	4639700	2105	0.60100000
chr5	4700001	4800000	4753784	5199	0.36700000
chr5	4800001	4900000	4852001	5538	0.70400000
chr5	4900001	5000000	4948394	4928	0.46700000
chr5	5000001	5100000	5048583	4318	0.74200000
chr5	5100001	5200000	5147528	5616	0.60100000
chr5	5200001	5300000	5249698	5209	0.32500000
chr5	5300001	5400000	5353156	5310	0.46000000
chr5	5400001	5500000	5451006	5043	0.30100000
chr5	5500001	5600000	5550423	6497	0.32600000
chr5	5600001	5700000	5650144	5574	1.11200000
chr5	5700001	5800000	5745518	4732	1.71500000
chr5	5800001	5900000	5849317	5227	1.95100000
chr5	5900001	6000000	5951910	5634	0.80100000
chr5	6000001	6100000	6047974	4639	0.73400000
chr5	6100001	6200000	6153695	5224	0.40000000
chr5	6200001	6300000	6248584	4953	1.89300000
chr5	6300001	6400000	6351555	4419	1.60100000
chr5	6400001	6500000	6451434	4918	0.70100000
chr5	6500001	6600000	6550348	5295	0.70100000
chr5	6600001	6700000	6652162	4760	0.24000000
chr5	6700001	6800000	6747908	5049	1.50000000
chr5	6800001	6900000	6849695	5365	1.37500000
chr5	6900001	7000000	6951707	5612	0.85800000
chr5	7000001	7100000	7050302	6333	0.10100000
chr5	7100001	7200000	7150356	5730	0.10100000
chr5	7200001	7300000	7245300	5519	0.20000000
chr5	7300001	7400000	7350688	5386	1.00000000
chr5	7400001	7500000	7450285	5020	1.40100000
chr5	7500001	7600000	7548455	5206	0.80100000
chr5	7600001	7700000	7636760	2816	1.11500000
chr5	7700001	7800000	7738010	4429	2.20100000
chr5	7800001	7900000	7842206	4396	0.90100000
chr5	7900001	8000000	7951994	5381	0.30100000
chr5	8000001	8100000	8050949	5794	0.60100000
chr5	8100001	8200000	8152590	3933	1.00000000
chr5	8200001	8300000	8245335	4942	0.32600000
chr5	8300001	8400000	8347990	5739	0.35000000
chr5	8400001	8500000	8448964	5286	0.40200000
chr5	8500001	8600000	8558808	5118	0.70100000
chr5	8600001	8700000	8651734	6686	1.30100000
chr5	8700001	8800000	8747289	5120	1.65100000
chr5	8800001	8900000	8846155	6095	1.34300000
chr5	8900001	9000000	8946103	6323	1.51000000
chr5	9000001	9100000	9042604	4729	0.26700000
chr5	9100001	9200000	9156839	5844	0.50000000
chr5	9200001	9300000	9248582	6244	0.25300000
chr5	9300001	9400000	9348784	8033	0.85100000
chr5	9400001	9500000	9458804	6569	0.80300000
chr5	9500001	9600000	9548915	7796	0.70100000
chr5	9600001	9700000	9644717	6916	0.32600000
chr5	9700001	9800000	9753110	7429	0.30100000
chr5	9800001	9900000	9845728	3547	0.20100000
chr5	9900001	10000000	9905186	108	nan
