scaffold	start	end	mid	sites	ML_rho
chr9	1	100000	51712	5578	0.32600000
chr9	100001	200000	151559	6651	0.50000000
chr9	200001	300000	249353	7460	0.80100000
chr9	300001	400000	348994	6115	0.70100000
chr9	400001	500000	453255	5764	0.70100000
chr9	500001	600000	554189	6479	0.25000000
chr9	600001	700000	650292	7383	1.00000000
chr9	700001	800000	747153	6011	0.80000000
chr9	800001	900000	848174	6181	0.80100000
chr9	900001	1000000	947596	5128	0.80900000
chr9	1000001	1100000	1055089	5599	0.75200000
chr9	1100001	1200000	1151810	6100	0.86700000
chr9	1200001	1300000	1244752	5370	1.54600000
chr9	1300001	1400000	1350430	5109	1.67500000
chr9	1400001	1500000	1450172	5102	2.09600000
chr9	1500001	1600000	1545520	5123	1.50000000
chr9	1600001	1700000	1650907	4811	1.88900000
chr9	1700001	1800000	1749147	4131	0.75200000
chr9	1800001	1900000	1854661	5413	0.90200000
chr9	1900001	2000000	1942691	4815	0.55100000
chr9	2000001	2100000	2049228	5173	1.68500000
chr9	2100001	2200000	2149730	4756	1.25000000
chr9	2200001	2300000	2251247	4688	1.37500000
chr9	2300001	2400000	2343619	4347	1.00000000
chr9	2400001	2500000	2447434	4341	1.00000000
chr9	2500001	2600000	2549493	5353	1.50000000
chr9	2600001	2700000	2648688	5147	1.30100000
chr9	2700001	2800000	2747016	5438	0.40000000
chr9	2800001	2900000	2847740	4132	1.47600000
chr9	2900001	3000000	2954361	5397	0.80100000
chr9	3000001	3100000	3050623	6181	1.00000000
chr9	3100001	3200000	3148359	4895	1.73400000
chr9	3200001	3300000	3248960	5032	0.50500000
chr9	3300001	3400000	3351238	4001	1.66700000
chr9	3400001	3500000	3454877	3720	1.50000000
chr9	3500001	3600000	3549068	4722	0.50600000
chr9	3600001	3700000	3646864	4543	0.26700000
chr9	3700001	3800000	3750411	4198	0.70100000
chr9	3800001	3900000	3850650	4693	0.95000000
chr9	3900001	4000000	3947019	4564	0.16800000
chr9	4000001	4100000	4044310	4557	0.06000000
chr9	4100001	4200000	4159558	3979	0.20100000
chr9	4200001	4300000	4251604	5143	0.28200000
chr9	4300001	4400000	4349150	4778	0.96700000
chr9	4400001	4500000	4453360	5147	1.40100000
chr9	4500001	4600000	4551045	3517	0.34000000
chr9	4600001	4700000	4648067	5228	0.40000000
chr9	4700001	4800000	4744317	4932	1.10200000
chr9	4800001	4900000	4845284	4012	1.70000000
chr9	4900001	5000000	4950189	5437	1.22500000
chr9	5000001	5100000	5047465	5553	0.33600000
chr9	5100001	5200000	5143561	3655	0.45900000
chr9	5200001	5300000	5253493	5805	1.35000000
chr9	5300001	5400000	5351085	5242	1.50000000
chr9	5400001	5500000	5443034	5270	1.20100000
chr9	5500001	5600000	5549626	4984	0.46700000
chr9	5600001	5700000	5650694	4983	0.53400000
chr9	5700001	5800000	5750938	5704	0.46000000
chr9	5800001	5900000	5849975	5097	0.55100000
chr9	5900001	6000000	5949462	5573	0.40100000
chr9	6000001	6100000	6047132	4550	0.20100000
chr9	6100001	6200000	6148878	4381	0.85100000
chr9	6200001	6300000	6253610	3895	1.10100000
chr9	6300001	6400000	6348229	5209	1.30100000
chr9	6400001	6500000	6449196	4403	1.25000000
chr9	6500001	6600000	6551131	4252	1.00000000
chr9	6600001	6700000	6650106	3969	0.62600000
chr9	6700001	6800000	6746850	5112	0.80000000
chr9	6800001	6900000	6848553	5934	0.50500000
chr9	6900001	7000000	6953133	5072	0.85100000
chr9	7000001	7100000	7049962	6420	0.50000000
chr9	7100001	7200000	7149919	5877	0.85800000
chr9	7200001	7300000	7252119	5248	0.50000000
chr9	7300001	7400000	7345892	4057	0.90100000
chr9	7400001	7500000	7452227	4720	0.23400000
chr9	7500001	7600000	7549454	4688	0.46700000
chr9	7600001	7700000	7637733	3566	0.60100000
chr9	7700001	7800000	7748121	5076	0.45000000
chr9	7800001	7900000	7856563	5936	0.20000000
chr9	7900001	8000000	7942745	5229	0.40100000
chr9	8000001	8100000	8048602	6527	1.00000000
chr9	8100001	8200000	8151035	7576	0.90100000
chr9	8200001	8300000	8248782	6044	0.16700000
chr9	8300001	8400000	8349824	6919	0.26700000
chr9	8400001	8500000	8449092	6980	0.92000000
chr9	8500001	8600000	8551801	8482	1.20100000
chr9	8600001	8700000	8642656	5045	0.50000000
chr9	8700001	8800000	8707126	172	nan
