scaffold	start	end	mid	sites	ML_rho
chr13	1	100000	59764	3081	0.00600000
chr13	100001	200000	154323	4706	0.00800000
chr13	200001	300000	241984	6137	0.03100000
chr13	300001	400000	348928	6456	0.03000000
chr13	400001	500000	449822	5891	0.01900000
chr13	500001	600000	551685	6277	0.05100000
chr13	600001	700000	651651	6915	0.02900000
chr13	700001	800000	751161	6065	0.06700000
chr13	800001	900000	855301	6639	0.05600000
chr13	900001	1000000	951218	7999	0.06700000
chr13	1000001	1100000	1048959	7072	0.08800000
chr13	1100001	1200000	1146463	6550	0.10100000
chr13	1200001	1300000	1249581	4991	0.01600000
chr13	1300001	1400000	1340932	4443	0.14500000
chr13	1400001	1500000	1448326	6102	0.12500000
chr13	1500001	1600000	1549759	6023	0.06700000
chr13	1600001	1700000	1648086	4511	0.08600000
chr13	1700001	1800000	1751574	5901	0.08900000
chr13	1800001	1900000	1850836	5323	0.13400000
chr13	1900001	2000000	1946111	5035	0.24000000
chr13	2000001	2100000	2048987	4563	0.05300000
chr13	2100001	2200000	2168505	2356	0.13400000
chr13	2200001	2300000	2251094	5097	0.04100000
chr13	2300001	2400000	2349315	4092	0.15100000
chr13	2400001	2500000	2450691	4838	0.15100000
chr13	2500001	2600000	2551207	5009	0.10100000
chr13	2600001	2700000	2650656	5731	0.08900000
chr13	2700001	2800000	2742895	4329	0.06000000
chr13	2800001	2900000	2851285	4784	0.15600000
chr13	2900001	3000000	2950012	5413	0.15100000
chr13	3000001	3100000	3047673	5719	0.15100000
chr13	3100001	3200000	3147542	5828	0.23400000
chr13	3200001	3300000	3244975	4821	0.05600000
chr13	3300001	3400000	3350000	6287	0.17700000
chr13	3400001	3500000	3447143	5742	0.20100000
chr13	3500001	3600000	3550189	4897	0.12500000
chr13	3600001	3700000	3647184	3196	0.16800000
chr13	3700001	3800000	3746766	4889	0.13400000
chr13	3800001	3900000	3845376	4470	0.10000000
chr13	3900001	4000000	3953525	5133	0.16700000
chr13	4000001	4100000	4043635	4922	0.06700000
chr13	4100001	4200000	4150436	4350	0.22600000
chr13	4200001	4300000	4252253	5471	0.22000000
chr13	4300001	4400000	4347240	5433	0.10100000
chr13	4400001	4500000	4453339	4603	0.16700000
chr13	4500001	4600000	4546803	5075	0.18000000
chr13	4600001	4700000	4651113	5657	0.06000000
chr13	4700001	4800000	4749207	6057	0.13400000
chr13	4800001	4900000	4848530	4618	0.05000000
chr13	4900001	5000000	4949012	5540	0.20100000
chr13	5000001	5100000	5048026	5294	0.11700000
chr13	5100001	5200000	5146553	5294	0.06700000
chr13	5200001	5300000	5247516	4178	0.10100000
chr13	5300001	5400000	5348679	4036	0.15100000
chr13	5400001	5500000	5451837	4073	0.16000000
chr13	5500001	5600000	5553011	6261	0.06300000
chr13	5600001	5700000	5648783	5856	0.04300000
chr13	5700001	5800000	5748593	5073	0.11000000
chr13	5800001	5900000	5851382	5222	0.10100000
chr13	5900001	6000000	5948546	5142	0.13400000
chr13	6000001	6100000	6050318	5359	0.11500000
chr13	6100001	6200000	6148089	4545	0.03900000
chr13	6200001	6300000	6252321	6094	0.05100000
chr13	6300001	6400000	6332066	3687	0.07200000
chr13	6400001	6500000	6446391	3550	0.15100000
