scaffold	start	end	mid	sites	ML_rho
chr2	1	100000	52706	5004	0.63400000
chr2	100001	200000	149101	6112	1.04100000
chr2	200001	300000	244867	6221	1.18000000
chr2	300001	400000	351096	5507	0.45000000
chr2	400001	500000	450623	4859	0.74300000
chr2	500001	600000	551552	6489	0.27600000
chr2	600001	700000	651327	7334	0.95100000
chr2	700001	800000	750240	6653	1.00000000
chr2	800001	900000	848716	6881	1.13300000
chr2	900001	1000000	950004	5160	1.73400000
chr2	1000001	1100000	1050153	4859	1.25000000
chr2	1100001	1200000	1150173	5588	0.93800000
chr2	1200001	1300000	1252026	5414	1.10000000
chr2	1300001	1400000	1348709	5930	0.95300000
chr2	1400001	1500000	1460459	3877	0.32000000
chr2	1500001	1600000	1552287	5960	0.48000000
chr2	1600001	1700000	1650610	5752	0.70000000
chr2	1700001	1800000	1749745	5446	1.00000000
chr2	1800001	1900000	1854452	4735	0.50000000
chr2	1900001	2000000	1946639	4235	0.55100000
chr2	2000001	2100000	2053838	3814	0.30100000
chr2	2100001	2200000	2151472	4956	0.80100000
chr2	2200001	2300000	2245049	3823	0.60300000
chr2	2300001	2400000	2352143	5009	0.91000000
chr2	2400001	2500000	2451265	5507	1.01300000
chr2	2500001	2600000	2545764	3812	0.98700000
chr2	2600001	2700000	2657820	5182	0.40100000
chr2	2700001	2800000	2741257	4818	0.15100000
chr2	2800001	2900000	2857358	4881	0.13400000
chr2	2900001	3000000	2943205	4301	0.12500000
chr2	3000001	3100000	3046134	3860	0.50000000
chr2	3100001	3200000	3150349	4650	0.67500000
chr2	3200001	3300000	3245000	5142	0.60100000
chr2	3300001	3400000	3353918	4595	0.90100000
chr2	3400001	3500000	3453935	4421	1.00000000
chr2	3500001	3600000	3552499	4975	1.12500000
chr2	3600001	3700000	3649218	5205	0.80000000
chr2	3700001	3800000	3752232	5052	0.10100000
chr2	3800001	3900000	3850808	5338	0.05100000
chr2	3900001	4000000	3948818	5081	0.12100000
chr2	4000001	4100000	4050497	4333	0.16700000
chr2	4100001	4200000	4150824	4279	0.18000000
chr2	4200001	4300000	4225523	1173	nan
chr2	4300001	4400000	4365261	2449	0.64700000
chr2	4400001	4500000	4449496	5211	0.15100000
chr2	4500001	4600000	4547367	4730	1.02000000
chr2	4600001	4700000	4647368	4424	0.64000000
chr2	4700001	4800000	4746626	5274	0.50000000
chr2	4800001	4900000	4848439	5046	0.50000000
chr2	4900001	5000000	4952809	5164	0.93400000
chr2	5000001	5100000	5050121	4406	0.80100000
chr2	5100001	5200000	5151169	4697	0.80100000
chr2	5200001	5300000	5258342	3295	0.56700000
chr2	5300001	5400000	5353366	4626	1.87500000
chr2	5400001	5500000	5441871	3431	1.36800000
chr2	5500001	5600000	5558910	2365	1.43700000
chr2	5600001	5700000	5648174	4380	1.78400000
chr2	5700001	5800000	5747691	4673	1.50000000
chr2	5800001	5900000	5854014	4879	1.16700000
chr2	5900001	6000000	5949496	4242	0.50700000
chr2	6000001	6100000	6049638	5028	1.60000000
chr2	6100001	6200000	6148005	5271	1.89800000
chr2	6200001	6300000	6252970	5016	0.40100000
chr2	6300001	6400000	6345758	3689	0.85100000
chr2	6400001	6500000	6455297	4029	0.95300000
chr2	6500001	6600000	6539610	2296	0.20300000
chr2	6600001	6700000	6652647	4990	0.50400000
chr2	6700001	6800000	6747341	4362	0.83400000
chr2	6800001	6900000	6851873	4539	0.36000000
chr2	6900001	7000000	6950572	5527	0.45200000
chr2	7000001	7100000	7050447	5709	0.16700000
chr2	7100001	7200000	7148923	5795	0.70100000
chr2	7200001	7300000	7249937	5374	0.78600000
chr2	7300001	7400000	7350456	4693	0.25000000
chr2	7400001	7500000	7451457	5414	0.40200000
chr2	7500001	7600000	7553701	5829	1.02500000
chr2	7600001	7700000	7653487	4176	0.50500000
chr2	7700001	7800000	7749554	5818	0.50000000
chr2	7800001	7900000	7848289	7177	0.66700000
chr2	7900001	8000000	7947573	5143	0.30600000
chr2	8000001	8100000	8053249	5057	0.56700000
chr2	8100001	8200000	8151584	5048	0.23400000
chr2	8200001	8300000	8247144	5480	0.23400000
chr2	8300001	8400000	8343124	5992	0.22600000
chr2	8400001	8500000	8453709	6622	0.80000000
chr2	8500001	8600000	8546412	6390	0.73400000
chr2	8600001	8700000	8653071	6673	0.95100000
chr2	8700001	8800000	8748630	5913	0.50000000
chr2	8800001	8900000	8854365	4873	0.60100000
chr2	8900001	9000000	8953557	6109	0.80100000
chr2	9000001	9100000	9009671	479	nan
