scaffold	start	end	mid	sites	ML_rho
chr1	1	100000	44622	3964	0.01500000
chr1	100001	200000	149717	5927	0.10100000
chr1	200001	300000	248344	7892	0.10100000
chr1	300001	400000	351853	6340	0.12500000
chr1	400001	500000	440709	6267	0.18100000
chr1	500001	600000	553033	7222	0.13400000
chr1	600001	700000	649135	7699	0.36700000
chr1	700001	800000	749362	8324	0.40100000
chr1	800001	900000	848298	7718	0.40100000
chr1	900001	1000000	947475	6583	0.25000000
chr1	1000001	1100000	1050620	4833	0.12500000
chr1	1100001	1200000	1151148	5516	0.08400000
chr1	1200001	1300000	1247777	6071	0.36700000
chr1	1300001	1400000	1353113	6869	0.30100000
chr1	1400001	1500000	1452827	6364	0.16700000
chr1	1500001	1600000	1554205	6180	0.16700000
chr1	1600001	1700000	1646927	7211	0.15600000
chr1	1700001	1800000	1750867	6022	0.10100000
chr1	1800001	1900000	1844460	4638	0.40300000
chr1	1900001	2000000	1952490	4456	0.40100000
chr1	2000001	2100000	2052839	5995	0.32600000
chr1	2100001	2200000	2155215	5225	0.01200000
chr1	2200001	2300000	2250402	5920	0.15100000
chr1	2300001	2400000	2349673	5399	0.26700000
chr1	2400001	2500000	2452431	4550	0.20000000
chr1	2500001	2600000	2553943	5490	0.60100000
chr1	2600001	2700000	2651394	5064	0.53400000
chr1	2700001	2800000	2750416	4989	0.60100000
chr1	2800001	2900000	2849106	5292	0.60100000
chr1	2900001	3000000	2946924	5277	0.60100000
chr1	3000001	3100000	3050337	5684	0.63400000
chr1	3100001	3200000	3151305	5503	0.80100000
chr1	3200001	3300000	3244726	5443	0.35000000
chr1	3300001	3400000	3348059	5290	0.60100000
chr1	3400001	3500000	3449381	5398	0.30100000
chr1	3500001	3600000	3549382	5116	0.92000000
chr1	3600001	3700000	3648649	5593	0.80100000
chr1	3700001	3800000	3749073	4912	0.71500000
chr1	3800001	3900000	3850019	4495	1.40100000
chr1	3900001	4000000	3949733	5390	0.40100000
chr1	4000001	4100000	4047768	5347	0.20100000
chr1	4100001	4200000	4147340	4763	0.60100000
chr1	4200001	4300000	4249773	5311	0.35100000
chr1	4300001	4400000	4351886	5586	0.50000000
chr1	4400001	4500000	4449273	5271	0.50000000
chr1	4500001	4600000	4552321	5165	0.07600000
chr1	4600001	4700000	4651300	6718	0.23400000
chr1	4700001	4800000	4750222	6081	0.35300000
chr1	4800001	4900000	4843537	5903	0.37300000
chr1	4900001	5000000	4950732	4510	0.36700000
chr1	5000001	5100000	5046923	5327	0.44000000
chr1	5100001	5200000	5152445	5960	0.40100000
chr1	5200001	5300000	5252006	6325	0.25200000
chr1	5300001	5400000	5352340	6733	0.55100000
chr1	5400001	5500000	5443256	5778	0.60100000
chr1	5500001	5600000	5557188	5132	0.85100000
chr1	5600001	5700000	5653078	4585	0.50000000
chr1	5700001	5800000	5748951	6140	0.73400000
chr1	5800001	5900000	5847683	6428	0.63400000
chr1	5900001	6000000	5949545	5597	0.77000000
chr1	6000001	6100000	6046421	5769	0.60100000
chr1	6100001	6200000	6149319	6248	0.50000000
chr1	6200001	6300000	6253627	5205	0.40100000
chr1	6300001	6400000	6348412	5800	0.83400000
chr1	6400001	6500000	6450571	6856	0.80100000
chr1	6500001	6600000	6547291	5166	0.25000000
chr1	6600001	6700000	6654202	5360	0.20200000
chr1	6700001	6800000	6752632	5169	1.45700000
chr1	6800001	6900000	6840601	4584	0.77000000
chr1	6900001	7000000	6950536	5399	0.85800000
chr1	7000001	7100000	7049519	5406	1.40000000
chr1	7100001	7200000	7151975	6185	1.06700000
chr1	7200001	7300000	7251164	5981	0.93400000
chr1	7300001	7400000	7348454	6967	1.10100000
chr1	7400001	7500000	7448755	5368	0.25200000
chr1	7500001	7600000	7548332	6737	0.26700000
chr1	7600001	7700000	7650734	5764	0.90000000
chr1	7700001	7800000	7753296	4984	0.56500000
chr1	7800001	7900000	7848267	5375	0.84600000
chr1	7900001	8000000	7948758	4357	0.86700000
chr1	8000001	8100000	8048892	4774	0.71500000
chr1	8100001	8200000	8152151	5428	0.55000000
chr1	8200001	8300000	8250325	5775	0.35100000
chr1	8300001	8400000	8349286	6114	0.16700000
chr1	8400001	8500000	8448541	5304	0.20100000
chr1	8500001	8600000	8542975	4553	0.03500000
chr1	8600001	8700000	8651286	5281	0.11000000
chr1	8700001	8800000	8747809	5524	0.15800000
chr1	8800001	8900000	8849443	5966	0.10100000
chr1	8900001	9000000	8950272	5671	0.41500000
chr1	9000001	9100000	9049058	4845	0.23400000
chr1	9100001	9200000	9149852	5554	0.45400000
chr1	9200001	9300000	9252121	5542	0.14100000
chr1	9300001	9400000	9350628	5792	0.15100000
chr1	9400001	9500000	9450978	4698	0.15100000
chr1	9500001	9600000	9550333	6651	0.20000000
chr1	9600001	9700000	9650708	5695	0.85100000
chr1	9700001	9800000	9748552	5544	0.54300000
chr1	9800001	9900000	9850591	5037	0.20000000
chr1	9900001	10000000	9951972	4806	0.16700000
chr1	10000001	10100000	10051231	5416	0.13000000
chr1	10100001	10200000	10150043	5233	0.28400000
chr1	10200001	10300000	10253714	4058	0.06700000
chr1	10300001	10400000	10349302	4422	0.22000000
chr1	10400001	10500000	10453497	5444	0.21700000
chr1	10500001	10600000	10550994	5036	0.50000000
chr1	10600001	10700000	10656100	5691	0.95100000
chr1	10700001	10800000	10750484	5608	0.92300000
chr1	10800001	10900000	10849353	5730	0.61900000
chr1	10900001	11000000	10950373	5992	1.00000000
chr1	11000001	11100000	11050734	5297	1.17800000
chr1	11100001	11200000	11147514	5606	0.32200000
chr1	11200001	11300000	11253065	5932	0.44000000
chr1	11300001	11400000	11350540	6280	0.15100000
chr1	11400001	11500000	11448255	4899	0.62400000
chr1	11500001	11600000	11547942	4825	0.10100000
chr1	11600001	11700000	11652834	5312	0.02100000
chr1	11700001	11800000	11754005	4540	0.05100000
chr1	11800001	11900000	11843465	5254	0.10100000
chr1	11900001	12000000	11947225	4073	0.02500000
chr1	12000001	12100000	12053081	3881	0.02900000
chr1	12100001	12200000	12150961	5071	0.03800000
chr1	12200001	12300000	12250458	4745	0.35800000
chr1	12300001	12400000	12353945	5664	0.31400000
chr1	12400001	12500000	12449633	4666	0.03400000
chr1	12500001	12600000	12552890	4926	0.03000000
chr1	12600001	12700000	12651538	5197	0.46800000
chr1	12700001	12800000	12750193	6024	0.80100000
chr1	12800001	12900000	12850306	6926	0.77300000
chr1	12900001	13000000	12946817	5105	0.34000000
chr1	13000001	13100000	13048128	5279	0.24000000
chr1	13100001	13200000	13152827	5337	0.55100000
chr1	13200001	13300000	13252115	5574	0.20100000
chr1	13300001	13400000	13349223	5389	0.10100000
chr1	13400001	13500000	13449066	5031	0.04500000
chr1	13500001	13600000	13551508	5034	0.15100000
chr1	13600001	13700000	13648570	5178	0.56000000
chr1	13700001	13800000	13749260	5268	0.20100000
chr1	13800001	13900000	13851549	5021	1.11000000
chr1	13900001	14000000	13950344	5748	0.80100000
chr1	14000001	14100000	14050776	5575	0.30100000
chr1	14100001	14200000	14147748	6015	0.35000000
chr1	14200001	14300000	14250576	5413	1.15400000
chr1	14300001	14400000	14350209	5409	0.85100000
chr1	14400001	14500000	14445811	5975	0.70100000
chr1	14500001	14600000	14549372	5374	0.80100000
chr1	14600001	14700000	14652115	5869	0.23400000
chr1	14700001	14800000	14749844	5629	0.87400000
chr1	14800001	14900000	14851265	4811	1.23100000
chr1	14900001	15000000	14946915	4424	0.60200000
chr1	15000001	15100000	15056237	4664	0.84900000
chr1	15100001	15200000	15147001	6916	0.63600000
chr1	15200001	15300000	15247423	5220	0.67400000
chr1	15300001	15400000	15348895	6347	0.61000000
chr1	15400001	15500000	15453991	4563	0.40100000
chr1	15500001	15600000	15548873	6245	0.26000000
chr1	15600001	15700000	15651765	5097	0.67200000
chr1	15700001	15800000	15748966	5717	0.96000000
chr1	15800001	15900000	15850200	5738	0.21700000
chr1	15900001	16000000	15947666	6302	0.35100000
chr1	16000001	16100000	16049859	6100	0.30100000
chr1	16100001	16200000	16152449	6303	0.13400000
chr1	16200001	16300000	16245590	6096	0.04500000
chr1	16300001	16400000	16350375	4791	0.27500000
chr1	16400001	16500000	16442263	5643	0.36700000
chr1	16500001	16600000	16558622	6234	0.52600000
chr1	16600001	16700000	16647834	7757	0.25200000
chr1	16700001	16800000	16748584	5314	0.05100000
chr1	16800001	16900000	16861010	6224	0.16700000
chr1	16900001	17000000	16951331	6870	0.10100000
chr1	17000001	17100000	17046342	5840	0.15100000
chr1	17100001	17200000	17143574	4721	0.10100000
chr1	17200001	17300000	17201786	276	nan
