scaffold	start	end	mid	sites	ML_rho
chr20	1	100000	55428	4257	0.05000000
chr20	100001	200000	150029	4773	0.04000000
chr20	200001	300000	254600	5611	0.06700000
chr20	300001	400000	353587	5991	0.05100000
chr20	400001	500000	448919	7571	0.04100000
chr20	500001	600000	548720	6538	0.08600000
chr20	600001	700000	650137	7494	0.13400000
chr20	700001	800000	747771	7705	0.13400000
chr20	800001	900000	852742	6394	0.13400000
chr20	900001	1000000	952888	6189	0.15100000
chr20	1000001	1100000	1049814	6463	0.15100000
chr20	1100001	1200000	1152503	5082	0.15100000
chr20	1200001	1300000	1249236	5996	0.07800000
chr20	1300001	1400000	1348847	6373	0.08100000
chr20	1400001	1500000	1450508	7619	0.17700000
chr20	1500001	1600000	1544271	6397	0.15100000
chr20	1600001	1700000	1651188	4729	0.05500000
chr20	1700001	1800000	1747654	5266	0.03400000
chr20	1800001	1900000	1852369	7870	0.12000000
chr20	1900001	2000000	1948748	6092	0.10000000
chr20	2000001	2100000	2048323	6713	0.06700000
chr20	2100001	2200000	2153730	5166	0.08400000
chr20	2200001	2300000	2248584	4811	0.20100000
chr20	2300001	2400000	2348446	5890	0.15100000
chr20	2400001	2500000	2451686	5520	0.15100000
chr20	2500001	2600000	2547555	6613	0.10100000
chr20	2600001	2700000	2653538	6004	0.08400000
chr20	2700001	2800000	2753098	5821	0.06000000
chr20	2800001	2900000	2855013	5977	0.03700000
chr20	2900001	3000000	2950072	4310	0.01200000
chr20	3000001	3100000	3049095	5743	0.12000000
chr20	3100001	3200000	3147832	5225	0.17200000
chr20	3200001	3300000	3253699	4160	0.16700000
chr20	3300001	3400000	3352121	4702	0.16100000
chr20	3400001	3500000	3455448	5140	0.08000000
chr20	3500001	3600000	3545431	4712	0.12000000
chr20	3600001	3700000	3649636	5379	0.10100000
chr20	3700001	3800000	3751491	5149	0.16000000
chr20	3800001	3900000	3849866	4929	0.10000000
chr20	3900001	4000000	3954219	5309	0.16700000
chr20	4000001	4100000	4047344	6169	0.15100000
chr20	4100001	4200000	4149221	5375	0.16800000
chr20	4200001	4300000	4247668	4769	0.09000000
chr20	4300001	4400000	4350669	4672	0.10100000
chr20	4400001	4500000	4451609	4923	0.04500000
chr20	4500001	4600000	4553593	6018	0.10100000
chr20	4600001	4700000	4648442	5296	0.02700000
chr20	4700001	4800000	4749840	5043	0.08000000
chr20	4800001	4900000	4845434	4682	0.05800000
chr20	4900001	5000000	4949566	5100	0.02600000
chr20	5000001	5100000	5048136	5352	0.06200000
chr20	5100001	5200000	5148227	4499	0.01500000
chr20	5200001	5300000	5251274	5630	0.04000000
chr20	5300001	5400000	5348551	4873	0.00800000
chr20	5400001	5500000	5447975	5382	0.01500000
chr20	5500001	5600000	5550009	4210	0.01000000
chr20	5600001	5700000	5647849	4327	0.00800000
chr20	5700001	5800000	5746745	4090	0.03400000
chr20	5800001	5900000	5850392	4897	0.05500000
chr20	5900001	6000000	5948601	5316	0.01700000
chr20	6000001	6100000	6049122	5732	0.03400000
chr20	6100001	6200000	6149011	4981	0.05000000
chr20	6200001	6300000	6250406	5463	0.10100000
chr20	6300001	6400000	6348596	5105	0.07600000
chr20	6400001	6500000	6454013	4489	0.08900000
chr20	6500001	6600000	6548532	5583	0.13400000
chr20	6600001	6700000	6647230	5347	0.11700000
chr20	6700001	6800000	6750093	5542	0.13400000
chr20	6800001	6900000	6850159	5796	0.10100000
chr20	6900001	7000000	6949341	5896	0.12500000
chr20	7000001	7100000	7050197	5011	0.23400000
chr20	7100001	7200000	7149399	5017	0.20100000
chr20	7200001	7300000	7248796	5839	0.20100000
chr20	7300001	7400000	7347661	5086	0.26700000
chr20	7400001	7500000	7453514	5993	0.15600000
chr20	7500001	7600000	7548279	4567	0.27500000
chr20	7600001	7700000	7650304	4037	0.32600000
chr20	7700001	7800000	7749107	5081	0.22600000
chr20	7800001	7900000	7845992	5091	0.20100000
chr20	7900001	8000000	7949371	5063	0.30100000
chr20	8000001	8100000	8051755	5617	0.16800000
chr20	8100001	8200000	8149972	5219	0.11700000
chr20	8200001	8300000	8248685	4310	0.20100000
chr20	8300001	8400000	8350158	5068	0.25000000
chr20	8400001	8500000	8446613	3491	0.20100000
chr20	8500001	8600000	8549857	4203	0.30100000
chr20	8600001	8700000	8655818	2075	0.20600000
chr20	8700001	8800000	8751483	5468	0.06000000
chr20	8800001	8900000	8850747	5760	0.13400000
chr20	8900001	9000000	8949398	6869	0.20100000
chr20	9000001	9100000	9042974	4631	0.17700000
chr20	9100001	9200000	9149108	4695	0.06700000
chr20	9200001	9300000	9258238	4684	0.05100000
chr20	9300001	9400000	9347773	5696	0.11500000
chr20	9400001	9500000	9450272	6316	0.30100000
chr20	9500001	9600000	9545152	5853	0.25000000
chr20	9600001	9700000	9648139	5631	0.34300000
